CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
CERTIFIED,EXPONENTIA US INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,77418,2016,"ROCHESTER, NEW YORK"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: PROGRAMMER ANALYST,N,55390,2016,"SILVER SPRING, MARYLAND"
CERTIFIED,"WAL-MART ASSOCIATES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,50190,2016,"BENTONVILLE, ARKANSAS"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR PROFESSIONAL: PROGRAMMER ANALYST,N,64043,2016,"ATLANTA, GEORGIA"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: PROGRAMMER ANALYST,N,61506,2016,"PORTLAND, OREGON"
CERTIFIED,"CSC CONSULTING, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR PROFESSIONAL: BUSINESS ANALYST,Y,81266,2016,"NORTH ARLINGTON, NEW JERSEY"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: BUSINESS ANALYST,N,60029,2016,"LIVERMORE, CALIFORNIA"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: PROGRAMMER ANALYST,Y,74922,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: PROGRAMMER ANALYST,N,61797,2016,"NEW YORK, NEW YORK"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR PROFESSIONAL: BUSINESS ANALYST,Y,81266,2016,"NEW YORK, NEW YORK"
CERTIFIED,COMPUTER SCIENCES CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: BUSINESS ANALYST,N,51043,2016,"OVERLAND PARK, KANSAS"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR PROFESSIONAL: APPLICATION DESIGNER,N,67808,2016,"NEW YORK, NEW YORK"
CERTIFIED,COMPUTER SCIENCES CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR PROFESSIONAL: PROGRAMMER ANALYST,N,64854,2016,"OVERLAND PARK, KANSAS"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: SYSTEM ANALYST,N,51043,2016,"OVERLAND PARK, KANSAS"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: SYSTEM PROGRAMMER ANALYST,N,60029,2016,"PLEASANTON, CALIFORNIA"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: PROGRAMMER ANALYST,N,61173,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,INFOGAIN CORPORATION,COMPUTER SYSTEMS ANALYSTS,ANALYST,Y,74443,2016,"BEAVERTON, OREGON"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: PROGRAMMER ANALYST,N,60029,2016,"OAKLAND, CALIFORNIA"
CERTIFIED,"KOFAX, INC.",COMPUTER SYSTEMS ANALYSTS,PRINCIPAL PROFESSIONAL SERVIES CONSULTANT,Y,97400,2016,"BEDFORD, MASSACHUSETTS"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,77147,2016,"PHILADELPHIA, PENNSYLVANIA"
CERTIFIED,DELOITTE & TOUCHE LLP,COMPUTER SYSTEMS ANALYSTS,ERS MANAGER,Y,86216,2016,"DALLAS, TEXAS"
CERTIFIED,DELL MARKETING L.P.,COMPUTER SYSTEMS ANALYSTS,ENTERPRISE RESOURCE PLANNING SR. ADVISOR,Y,96970,2016,"MECHANICSVILLE, VIRGINIA"
CERTIFIED,COMPUTER SCIENCES CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROFESSIONAL: PROGRAMMER ANALYST,N,53498,2016,"CEDAR RAPIDS, IOWA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,73174,2016,"DALLAS, TEXAS"
CERTIFIED,EXILANT TECHNOLOGIES PRIVATE LIMITED,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST III,Y,108493,2016,"SUNNYVALE, CALIFORNIA"
CERTIFIED,"INSPIRA, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,Y,89149,2016,"SUNNYVALE, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,72280,2016,"MILWAUKEE, WISCONSIN"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,120224,2016,"NEW YORK, NEW YORK"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,103189,2016,"BOSTON, MASSACHUSETTS"
CERTIFIED,ETOUCH SYSTEMS CORPORATION,COMPUTER SYSTEMS ANALYSTS,BUSINESS INTELLIGENCE ANALYST,Y,75421,2016,"FREMONT, CALIFORNIA"
CERTIFIED,ETOUCH SYSTEMS CORPORATION,COMPUTER SYSTEMS ANALYSTS,TECHNICAL PROJECT MANAGER,Y,108493,2016,"MOUNTAIN VIEW, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,91208,2016,"CORPUS CHRISTI, TEXAS"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,123178,2016,"HOUSTON, TEXAS"
CERTIFIED,"THE BOSTON CONSULTING GROUP, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR IT CONSULTANT,Y,100755,2016,"NEW YORK, NEW YORK"
CERTIFIED,CSC COVANSYS CORPORATION,COMPUTER SYSTEMS ANALYSTS,ADVISOR: PROGRAMMER ANALYST,Y,90792,2016,"PLEASANTON, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS LLP,COMPUTER SYSTEMS ANALYSTS,ASSURANCE SENIOR ASSOCIATE,Y,89149,2016,"SAN JOSE, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,N,69971,2016,"CHICAGO, ILLINOIS"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,85758,2016,"INDIANAPOLIS, INDIANA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,111488,2016,"FLORHAM PARK, NEW JERSEY"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,95139,2016,"FLORHAM PARK, NEW JERSEY"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,83782,2016,"MCLEAN, VIRGINIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,100422,2016,"ATLANTA, GEORGIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,85176,2016,"SEATTLE, WASHINGTON"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,100422,2016,"ATLANTA, GEORGIA"
CERTIFIED,GENPACT LLC,COMPUTER SYSTEMS ANALYSTS,ASSISTANT VICE PRESIDENT,Y,87568,2016,"DURHAM, NORTH CAROLINA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,77147,2016,"PHILADELPHIA, PENNSYLVANIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,90355,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,127837,2016,"SAN JOSE, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,79914,2016,"COLUMBIA, SOUTH CAROLINA"
CERTIFIED,"TEK-SOURCES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST - JAVA,Y,87568,2016,"DURHAM, NORTH CAROLINA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,73403,2016,"WINSTON-SALEM, NORTH CAROLINA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,78811,2016,"FLORHAM PARK, NEW JERSEY"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,81266,2016,"NEW YORK, NEW YORK"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,111613,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,75525,2016,"ST LOUIS, MISSOURI"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,N,65478,2016,"TAMPA, FLORIDA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,120224,2016,"NEW YORK, NEW YORK"
CERTIFIED,SYMANTEC CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR IT APPLICATIONS SUPPORT SPECIALIST,Y,85486,2016,"MOUNTAIN VIEW, CALIFORNIA"
CERTIFIED,"NILKANTH HOSPITALITY INC.,",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,62004.8,2016,"DENVER, COLORADO"
CERTIFIED,JAWOOD BUSINESS PROCESS SOLUTIONS LLC,COMPUTER SYSTEMS ANALYSTS,LEAD CONSULTANT,N,66872,2016,"BINGHAM FARMS, MICHIGAN"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY ASSOCIATE,N,62462,2016,"FLORHAM PARK, NEW JERSEY"
CERTIFIED,"CSC CONSULTING, INC.",COMPUTER SYSTEMS ANALYSTS,CONSULTANT: BUSINESS,N,61485,2016,"SAINT LOUIS, MISSOURI"
CERTIFIED,"MODEL N, INC.",COMPUTER SYSTEMS ANALYSTS,PRINCIPAL CONSULTANT,Y,105789,2016,"REDWOOD CITY, CALIFORNIA"
CERTIFIED,DELOITTE & TOUCHE LLP,COMPUTER SYSTEMS ANALYSTS,ERS MANAGER,Y,102981,2016,"HOUSTON, TEXAS"
DENIED,"TIBCO SOFTWARE, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR CONSULTANT (SR. COMPUTER SYSTEMS ANALYST),Y,82243,2016,"ATLANTA, GEORGIA"
CERTIFIED,"UNIFY SOLUTIONS, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,Y,71781,2016,"FREDERICK, MARYLAND"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY ASSOCIATE,N,56514,2016,"CHICAGO, ILLINOIS"
CERTIFIED,AVENUE HR LLC,COMPUTER SYSTEMS ANALYSTS,PRINCIPAL SAP HR CONSULTANT,Y,100422,2016,"ROSWELL, GEORGIA"
CERTIFIED,"GLITTERSOFT GROUP, LLC",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,61173,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,PRICEWATERHOUSECOOPERS LLP,COMPUTER SYSTEMS ANALYSTS,ASSURANCE MANAGER,Y,120224,2016,"NEW YORK, NEW YORK"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,104250,2016,"MILWAUKEE, WISCONSIN"
CERTIFIED,"MANAGEMENT AND GLOBAL TECHNOLOGIES CONSULTING, LLC",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,88462,2016,"DORCHESTER, MASSACHUSETTS"
CERTIFIED,BANK OF AMERICA N.A.,COMPUTER SYSTEMS ANALYSTS,TECHNOLOGY ASSOCIATE,N,58947,2016,"NEWARK, DELAWARE"
CERTIFIED,SUDHI INFOMATICS INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,62234,2016,"MINNEAPOLIS, MINNESOTA"
CERTIFIED,MINDTREE LIMITED,COMPUTER SYSTEMS ANALYSTS,PROJECT LEAD,Y,85176,2016,"REDMOND, WASHINGTON"
CERTIFIED,CENTRO MEDIA INC.,COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,N,69971,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"SAP AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,TECHNOLOGY CONSULTANT,Y,101941,2016,"NORTH RENTON, WASHINGTON"
CERTIFIED,CAMERON INTERNATIONAL CORPORATION,COMPUTER SYSTEMS ANALYSTS,APPLICATIONS DEVELOPMENT SUSTAIN MANAGER,Y,102981,2016,"HOUSTON, TEXAS"
CERTIFIED,SAPIENT CORPORATION,COMPUTER SYSTEMS ANALYSTS,INTERACTIVE DEVELOPER,N,58989,2016,"BOSTON, MASSACHUSETTS"
CERTIFIED,GOPA IT CONSULTANTS INC.,COMPUTER SYSTEMS ANALYSTS,SENIOR SAP SCM CONSULTANT,Y,87755,2016,"INVER GROVE HEIGHTS, MINNESOTA"
CERTIFIED,DEMDACO,COMPUTER SYSTEMS ANALYSTS,COGNOS REPORT DEVELOPER,N,48298,2016,"LEAWOOD, KANSAS"
CERTIFIED,PRICEWATERHOUSECOOPERS LLP,COMPUTER SYSTEMS ANALYSTS,ASSURANCE SENIOR ASSOCIATE,N,69971,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"SINGLECARE SERVICES, LLC",COMPUTER SYSTEMS ANALYSTS,SENIOR FRONT END DEVELOPER,Y,81266,2016,"NEW YORK, NEW YORK"
CERTIFIED,MICROSOFT CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR SERVICE MANAGER,Y,101941,2016,"REDMOND, WASHINGTON"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - II,Y,85176,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - III,Y,82243,2016,"ATLANTA, GEORGIA"
CERTIFIED,"INTERZAN, LLC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,100755.2,2016,"NEW YORK, NEW YORK"
CERTIFIED,BANK OF AMERICA N.A.,COMPUTER SYSTEMS ANALYSTS,VP; ASD PROFESSIONAL MARKETS,Y,76086,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,COMPUTER SYSTEMS ANALYSTS,ANALYST,N,64063,2016,"PEACHTREE CITY, GEORGIA"
CERTIFIED,"RAMPS INTERNATIONAL, INC",COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEMS ANALYST,Y,90792,2016,"SAN RAMON, CALIFORNIA"
CERTIFIED,"ORACLE AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,CONSULTING TECHNICAL MANAGER,Y,88275,2016,"SACRAMENTO, CALIFORNIA"
CERTIFIED,"SAP AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,DEVELOPMENT SENIOR CONSULTANT,Y,82243,2016,"ATLANTA, GEORGIA"
CERTIFIED,"PRIME SOLUTIONS, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,46301,2016,"CRANSTON, RHODE ISLAND"
DENIED,"SPARC TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,45864,2016,"ALPHARETTA, GEORGIA"
CERTIFIED,ACCESS TECHNOLOGY SOLUTIONS INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,64001.6,2016,"AUSTIN, TEXAS"
CERTIFIED,NEW MEXICO TAXATION AND REVENUE DEPARTMENT,COMPUTER SYSTEMS ANALYSTS,SENIOR SYSTEMS ANALYST,N,55099.2,2016,"SANTA FE, NEW MEXICO"
CERTIFIED,PRICEWATERHOUSECOOPERS LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,N,64043,2016,"ATLANTA, GEORGIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,79331,2016,"DENVER, COLORADO"
CERTIFIED,BAE SYSTEMS APPLIED INTELLIGENCE INC. AND SUB F/K/A DETICA SOLUTIONS I,COMPUTER SYSTEMS ANALYSTS,BUSINESS SOLUTIONS CONSULTANT,Y,103600,2016,"MCLEAN, VIRGINIA"
CERTIFIED,BANK OF AMERICA N.A.,COMPUTER SYSTEMS ANALYSTS,TECHNOLOGY ASSOCIATE,N,61173,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,CSI AMERICA INC.,COMPUTER SYSTEMS ANALYSTS,LEAD SYSTEMS ANALYST - SAP,Y,116709,2016,"PISCATAWAY, NEW JERSEY"
CERTIFIED,BANK OF AMERICA N.A.,COMPUTER SYSTEMS ANALYSTS,TECHNOLOGY ASSOCIATE,N,61173,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ASSURANCE SENIOR,Y,77106,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,N,69971,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"TERADATA OPERATIONS, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,Y,103626,2016,"ST. LOUIS, MISSOURI"
CERTIFIED,"LIFEPLANS, INC.",COMPUTER SYSTEMS ANALYSTS,APPLICATION DEVELOPER / SOFTWARE RELEASE ENGINEER,Y,73715,2016,"WALTHAM, MASSACHUSETTS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,76086,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,"NTT DATA, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,Y,84032,2016,"BLOOMINGTON, ILLINOIS"
CERTIFIED,EMC CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR DELIVERY SPECIALIST,Y,86237,2016,"PITTSBURGH, PENNSYLVANIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,73715,2016,"BOSTON, MASSACHUSETTS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,73403,2016,"WINSTON-SALEM, NORTH CAROLINA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,N,65478,2016,"TAMPA, FLORIDA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,87755,2016,"MINNEAPOLIS, MINNESOTA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY STAFF,N,61797,2016,"NEW YORK, NEW YORK"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,N,69909,2016,"MADISON, WISCONSIN"
CERTIFIED,"SAXON GLOBAL, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,60133,2016,"MCKINNEY, TEXAS"
CERTIFIED,"TERADATA OPERATIONS, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,62462,2016,"BERKELEY HEIGHTS, NEW JERSEY"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,N,65478,2016,"TAMPA, FLORIDA"
CERTIFIED,SALESFORCE.COM INC.,COMPUTER SYSTEMS ANALYSTS,"SUCCESS ACCOUNT MANAGER, PARTNER PREMIER",Y,104250,2016,"NEW BERLIN, WISCONSIN"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,127837,2016,"SANTA CLARA, CALIFORNIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,123718,2016,"MCLEAN, VIRGINIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,81266,2016,"NEW YORK, NEW YORK"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,86070,2016,"WARREN, NEW JERSEY"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,TRANSACTION ADVISORY SERVICES SENIOR MANAGER,Y,96907,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - II,Y,85176,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,TRANSACTION ADVISORY SERVICES MANAGER,Y,102981,2016,"HOUSTON, TEXAS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,87173,2016,"RALEIGH, NORTH CAROLINA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,86216,2016,"DALLAS, TEXAS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,TRANSACTION ADVISORY SERVICES MANAGER,Y,86216,2016,"DALLAS, TEXAS"
CERTIFIED,APPLIED THOUGHT AUDITORS AND CONSULTANTS INC.,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,61922,2016,"WARRENDALE, PENNSYLVANIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,TAX SENIOR MANAGER,Y,96907,2016,"CHICAGO, ILLINOIS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,TRANSACTION ADVISORY SERVICES SENIOR MANAGER,Y,99258,2016,"DALLAS, TEXAS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY STAFF,N,56514,2016,"CHICAGO, ILLINOIS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,75587,2016,"OKLAHOMA CITY, OKLAHOMA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR MANAGER,Y,99258,2016,"DALLAS, TEXAS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,84344,2016,"NORWALK, CONNECTICUT"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,N,69971,2016,"CHICAGO, ILLINOIS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,TAX SENIOR MANAGER,Y,123178,2016,"HOUSTON, TEXAS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,83782,2016,"FALLS CHURCH, VIRGINIA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY ASSOCIATE,N,61797,2016,"NEW YORK, NEW YORK"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,N,58885,2016,"MADISON, WISCONSIN"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,77106,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY STAFF,N,61173,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,105789,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"SAP AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,PRINCIPAL CONSULTANT,Y,85758,2016,"INDIANAPOLIS, INDIANA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,TRANSACTION ADVISORY SERVICES SENIOR MANAGER,Y,123178,2016,"HOUSTON, TEXAS"
CERTIFIED,ERNST &AMP; YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,N,56992,2016,"MONTGOMERY, ALABAMA"
